																									
																									
	Run 2 Done?	LR Modules + Goal	Introduction	Steps	Type Breakdown	Lesson 1	Lesson 2	Lesson 3	Lesson 4	Lesson 5	Difficulty Lesson	Hard Lesson 1	Hard Lesson 2	Hard Lesson 3	Hard Lesson 4	Hard Lesson 5	Reference Guide	Column 6	Examples	Column 1	Column 20		Module	Name	Question IDs
